telepulesnev;kshk5;jogallas;terulet;lakonepesseg;lakasszam;nepsuruseg
Pomáz;06372;város;4 903;16 994;6 227;346,60
Porcsalma;17215;nagyközség;3 110;2 787;998;89,61
Pornóapáti;20367;község;1 514;413;145;27,28
Poroszló;22196;község;10 904;2 882;1 358;26,43
Porpác;29896;község;620;131;80;21,13
Porrog;11828;község;1 402;211;130;15,05
Porrogszentkirály;13930;község;1 365;262;150;19,19
Porrogszentpál;28510;község;354;86;43;24,29
Pórszombat;16850;község;1 552;269;141;17,33
Porva;23515;község;2 813;425;171;15,11
Pósfa;15671;község;535;262;109;48,97
Potony;28361;község;1 590;176;117;11,07
Potyond;27304;község;284;102;47;35,92
Pölöske;09867;község;4 523;796;314;17,60
Pölöskefõ;31112;község;1 232;364;162;29,55
Pörböly;33570;község;1 111;546;240;49,14
Pördefölde;32513;község;1 912;52;42;2,72
Pötréte;24660;község;1 412;246;154;17,42
Prügy;21272;község;3 139;2 472;827;78,75
Pula;11420;község;1 464;195;88;13,32
Pusztaapáti;16920;község;1 059;22;21;2,08
Pusztaberki;17862;község;685;119;120;17,37
Pusztacsalád;31370;község;2 406;271;129;11,26
Pusztacsó;10311;község;726;171;60;23,55
Pusztadobos;13860;község;1 669;1 579;519;94,61
Pusztaederics;27465;község;955;174;91;18,22
Pusztafalu;17048;község;700;164;104;23,43
Pusztaföldvár;05397;község;5 713;1 574;855;27,55
Pusztahencse;19938;község;3 171;929;375;29,30
Pusztakovácsi;19026;község;4 338;821;337;18,93
Pusztamagyaród;06530;község;1 602;536;264;33,46
Pusztamérges;06354;község;2 439;1 002;611;41,08
Pusztamiske;28972;község;1 782;403;145;22,62
Pusztamonostor;15246;község;2 462;1 518;753;61,66
Pusztaottlaka;19594;község;1 887;354;231;18,76
Pusztaradvány;15413;község;714;224;69;31,37
Pusztaszabolcs;29018;város;5 167;5 877;2 277;113,74
Pusztaszemes;23311;község;1 039;338;159;32,53
Pusztaszentlászló;26639;község;1 034;562;271;54,35
Pusztaszer;28592;község;4 893;1 365;752;27,90
Pusztavacs;23083;község;7 907;1 345;573;17,01
Pusztavám;17774;község;3 469;2 475;985;71,35
Pusztazámor;15583;község;927;1 163;440;125,46
Putnok;27410;város;3 472;6 572;2 549;189,29
Püski;12964;község;839;634;255;75,57
Püspökhatvan;21388;község;2 472;1 402;509;56,72
Püspökladány;10162;város;18 694;14 318;5 984;76,59
Püspökmolnári;07278;község;1 510;869;394;57,55
Püspökszilágy;04303;község;2 530;725;297;28,66
Rábacsanak;04792;község;1 386;485;265;34,99
Rábacsécsény;33701;község;1 568;569;246;36,29
Rábagyarmat;26736;község;1 679;788;293;46,93
Rábahídvég;03197;község;2 241;1 020;389;45,52
Rábakecöl;14793;község;2 303;651;348;28,27
Rábapatona;25335;község;3 974;2 591;960;65,20
Rábapaty;26073;község;2 141;1 629;673;76,09
Rábapordány;24721;község;2 190;1 011;439;46,16
Rábasebes;20136;község;539;56;84;10,39
Rábaszentandrás;15273;község;1 160;472;209;40,69
Rábaszentmihály;33710;község;1 097;491;199;44,76
Rábaszentmiklós;17297;község;501;137;65;27,35
Rábatamási;15422;község;2 177;933;438;42,86
Rábatöttös;17996;község;648;210;123;32,41
Rábcakapi;03753;község;787;148;90;18,81
Rácalmás;09900;város;4 064;4 563;1 725;112,28
Ráckeresztúr;02015;község;3 530;3 280;1 283;92,92
Ráckeve;17260;város;6 409;10 276;4 033;160,34
Rád;02370;község;1 774;1 948;674;109,81
Rádfalva;11518;község;1 288;187;91;14,52
Rádóckölked;07551;község;1 895;297;135;15,67
Radostyán;21193;község;810;560;222;69,14
Ragály;06053;község;1 554;637;249;40,99
Rajka;26587;község;5 260;2 843;1 556;54,05
Rakaca;29717;község;1 900;815;260;42,89
Rakacaszend;16133;község;1 571;330;159;21,01
Rakamaz;14739;város;4 263;4 298;1 850;100,82
Rákóczibánya;34360;község;457;684;309;149,67
Rákóczifalva;14207;város;3 594;5 256;2 246;146,24
Rákócziújfalu;12423;község;1 961;1 911;734;97,45
Ráksi;30863;község;1 517;419;184;27,62
Ramocsa;14298;község;273;36;20;13,19
Ramocsaháza;31857;község;1 812;1 508;542;83,22
Rápolt;09061;község;321;152;85;47,35
Raposka;03948;község;490;225;98;45,92
Rásonysápberencs;31909;község;912;565;193;61,95
Rátka;12469;község;1 178;948;422;80,48
Rátót;23861;község;727;221;103;30,40
Ravazd;21801;község;2 855;1 180;474;41,33
Recsk;09609;nagyközség;4 537;2 617;1 298;57,68
Réde;30012;község;4 588;1 325;565;28,88
Rédics;31592;község;2 533;862;378;34,03
Regéc;08402;község;2 721;75;74;2,76
Regenye;25292;község;615;140;59;22,76
Regöly;15459;község;6 267;1 138;531;18,16
Rém;26310;község;3 993;1 235;572;30,93
Remeteszõlõs;34315;község;289;867;327;300,00
Répáshuta;31884;község;1 679;432;185;25,73
Répcelak;30881;város;1 382;2 627;1 069;190,09
Répceszemere;14438;község;942;315;140;33,44
Répceszentgyörgy;28626;község;575;102;83;17,74
Répcevis;07746;község;609;335;146;55,01
Resznek;17118;község;1 842;253;153;13,74
Rétalap;33969;község;1 320;581;215;44,02
Rétközberencs;21573;község;1 580;1 078;373;68,23
Rétság;23825;város;1 981;2 724;1 160;137,51
Révfülöp;05625;nagyközség;1 036;1 138;612;109,85
Révleányvár;09317;község;1 650;447;288;27,09
Rezi;23898;község;2 977;1 208;497;40,58
Ricse;19220;nagyközség;2 475;1 796;627;72,57
Rigács;25849;község;617;177;98;28,69
Rigyác;24138;község;1 536;387;144;25,20
Rimóc;28884;község;2 925;1 794;689;61,33
Rinyabesenyõ;05078;község;2 863;224;74;7,82
Rinyakovácsi;32674;község;1 109;187;65;16,86
Rinyaszentkirály;26754;község;3 056;391;152;12,79
Rinyaújlak;20622;község;2 426;256;152;10,55
Rinyaújnép;20321;község;828;55;50;6,64
Rohod;24581;község;1 956;1 219;446;62,32
Románd;17507;község;985;304;144;30,86
Romhány;12195;község;2 547;2 051;926;80,53
Romonya;24855;község;707;526;176;74,40
Rózsafa;04516;község;1 664;347;141;20,85
Rozsály;17428;község;1 487;765;256;51,45
Rózsaszentmárton;27650;község;1 631;1 927;894;118,15
Röjtökmuzsaj;11068;község;1 586;483;205;30,45
Rönök;26806;község;1 722;409;165;23,75
Röszke;13161;község;3 663;3 252;1 400;88,78
Rudabánya;23029;város;1 646;2 404;1 126;146,05
Rudolftelep;34120;község;439;728;295;165,83
Rum;10597;község;1 685;1 206;463;71,57
Ruzsa;03966;község;8 468;2 401;1 315;28,35
Ságújfalu;12520;község;1 203;993;393;82,54
Ságvár;14942;község;3 844;1 787;697;46,49
Sajóbábony;03504;város;1 343;2 698;1 139;200,89
Sajóecseg;27331;község;794;1 040;429;130,98
Sajógalgóc;10171;község;1 012;336;138;33,20
Sajóhídvég;03081;község;1 344;1 073;331;79,84
Sajóivánka;03212;község;1 023;612;225;59,82
Sajókápolna;21670;község;1 051;392;157;37,30
Sajókaza;14313;község;3 072;3 041;995;98,99
Sajókeresztúr;26949;község;1 640;1 457;567;88,84
Sajólád;27173;község;1 268;2 791;981;220,11
Sajólászlófalva;22479;község;662;437;158;66,01
Sajómercse;15945;község;1 118;216;129;19,32
Sajónémeti;11332;község;737;487;226;66,08
Sajóörös;08129;község;844;1 272;539;150,71
Sajópálfala;18537;község;711;693;286;97,47
Sajópetri;16638;község;928;1 397;480;150,54
Sajópüspöki;23782;község;945;453;198;47,94
Sajósenye;08970;község;847;432;142;51,00
Sajószentpéter;16054;város;3 485;11 385;4 564;326,69
Sajószöged;30340;község;1 362;2 185;929;160,43
Sajóvámos;20738;község;3 122;2 035;779;65,18
Sajóvelezd;27757;község;2 302;754;305;32,75
Sajtoskál;10579;község;941;335;169;35,60
Salföld;30793;község;518;71;42;13,71
Salgótarján;25788;megyeszékhely, megyei jogú város;9 797;34 627;18 031;353,44
Salköveskút;18883;község;1 320;478;188;36,21
Salomvár;27720;község;1 611;599;246;37,18
Sály;04729;község;2 557;1 676;686;65,55
Sámod;18050;község;620;173;78;27,90
Sámsonháza;24572;község;1 271;249;155;19,59
Sand;15556;község;748;361;200;48,26
Sándorfalva;31705;város;5 577;7 850;3 284;140,76
Sántos;31121;község;1 138;521;186;45,78
Sáp;26116;község;1 922;900;377;46,83
Sáránd;25007;község;2 268;2 247;856;99,07
Sárazsadány;20516;község;1 531;229;177;14,96
Sárbogárd;23694;város;18 933;11 962;5 055;63,18
Sáregres;02723;község;2 616;728;337;27,83
Sárfimizdó;09788;község;746;78;66;10,46
Sárhida;08101;község;509;768;278;150,88
Sárisáp;26903;község;1 422;2 669;1 099;187,69
Sarkad;28565;város;12 557;9 731;4 342;77,49
Sarkadkeresztúr;25168;község;3 530;1 477;770;41,84
Sárkeresztes;31802;község;2 327;1 500;569;64,46
Sárkeresztúr;25344;község;4 675;2 495;766;53,37
Sárkeszi;02699;község;1 479;600;216;40,57
Sármellék;14906;község;3 537;1 811;780;51,20
Sárok;20862;község;462;126;64;27,27
Sárosd;25140;nagyközség;4 812;3 153;1 140;65,52
Sárospatak;27474;város;13 909;11 886;5 279;85,46
Sárpilis;04747;község;2 170;686;209;31,61
Sárrétudvari;23940;nagyközség;5 442;2 911;1 206;53,49
Sarród;30021;község;4 006;1 057;454;26,39
Sárszentágota;31538;község;4 550;1 332;523;29,27
Sárszentlõrinc;20817;község;4 669;997;506;21,35
Sárszentmihály;11776;község;3 740;2 959;1 117;79,12
Sarud;07180;község;5 162;1 136;574;22,01
Sárvár;21306;város;6 465;14 887;6 447;230,27
Sásd;32160;város;1 488;3 000;1 366;201,61
Sáska;13772;község;3 748;279;127;7,44
Sáta;02875;község;1 651;1 100;514;66,63
Sátoraljaújhely;05120;város;7 346;14 469;6 711;196,96
Sátorhely;33482;község;1 760;589;241;33,47
Sávoly;02051;község;2 684;486;227;18,11
Sé;10278;község;603;1 311;472;217,41
Segesd;27368;község;7 309;2 426;886;33,19
Selyeb;25380;község;1 664;443;165;26,62
Sellye;28741;város;2 518;2 495;1 110;99,09
Semjén;23755;község;784;494;168;63,01
Semjénháza;30997;község;470;569;219;121,06
Sénye;14085;község;304;26;30;8,55
Sényõ;04491;község;1 830;1 342;481;73,33
Seregélyes;20206;nagyközség;7 819;4 346;1 619;55,58
Serényfalva;32531;község;1 964;946;363;48,17
Sérsekszõlõs;32133;község;665;139;59;20,90
Sikátor;08606;község;1 373;304;143;22,14
Siklós;05519;város;5 092;9 080;4 048;178,32
Siklósbodony;23205;község;433;143;45;33,03
Siklósnagyfalu;08800;község;909;426;124;46,86
Sima;23418;község;488;28;21;5,74
Simaság;26763;község;1 013;534;238;52,71
Simonfa;32780;község;1 100;349;142;31,73
Simontornya;20783;város;3 383;3 955;1 851;116,91
Sióagárd;25645;község;2 440;1 197;531;49,06
Siófok;17631;város;12 466;25 468;13 829;204,30
Siójut;23092;község;1 073;617;255;57,50
Sirok;08527;község;6 339;1 757;947;27,72
Sitke;30748;község;2 720;691;294;25,40
Sobor;24208;község;1 672;267;156;15,97
Sokorópátka;12627;község;1 686;1 129;476;66,96
Solt;29115;város;13 267;6 245;2 908;47,07
Soltszentimre;18218;község;4 449;1 259;644;28,30
Soltvadkert;19983;város;10 886;7 372;3 338;67,72
Sóly;03601;község;1 028;490;177;47,67
Solymár;07384;nagyközség;1 786;10 273;3 782;575,20
Som;04127;község;2 335;650;267;27,84
Somberek;23472;község;3 142;1 321;517;42,04
Somlójenõ;05157;község;815;258;138;31,66
Somlószõlõs;25779;község;1 946;658;308;33,81
Somlóvásárhely;26569;község;2 321;1 060;455;45,67
Somlóvecse;14243;község;493;51;53;10,34
Somodor;13824;község;1 991;364;177;18,28
Somogyacsa;30580;község;2 446;166;167;6,79
Somogyapáti;23807;község;1 070;477;203;44,58
Somogyaracs;05500;község;770;190;81;24,68
Somogyaszaló;31219;község;2 212;742;293;33,54
Somogybabod;32470;község;1 058;446;230;42,16
Somogybükkösd;25043;község;1 180;63;73;5,34
Somogycsicsó;11484;község;1 238;145;77;11,71
Somogydöröcske;15981;község;1 083;133;99;12,28
Somogyegres;20057;község;1 081;163;124;15,08
Somogyfajsz;18078;község;1 826;546;214;29,90
Somogygeszti;20330;község;2 171;414;203;19,07
Somogyhárságy;29142;község;3 097;398;212;12,85
Somogyhatvan;25070;község;1 352;361;133;26,70
Somogyjád;28963;község;2 506;1 547;580;61,73
Somogymeggyes;12876;község;1 565;477;224;30,48
Somogysámson;15626;község;2 177;712;279;32,71
Somogysárd;28723;község;3 636;1 175;498;32,32
Somogysimonyi;27535;község;1 582;90;47;5,69
Somogyszentpál;06600;község;2 896;789;364;27,24
Somogyszil;03416;község;3 846;728;350;18,93
Somogyszob;18546;község;4 008;1 509;637;37,65
Somogytúr;32601;község;3 530;437;207;12,38
Somogyudvarhely;04853;község;4 042;967;437;23,92
Somogyvámos;21856;község;2 502;744;319;29,74
Somogyvár;19442;község;5 299;1 684;728;31,78
Somogyviszló;21281;község;1 263;236;113;18,69
Somogyzsitfa;04835;község;2 722;583;305;21,42
Somoskõújfalu;01526;község;519;2 104;1 091;405,39
Sonkád;23889;község;1 981;803;244;40,54
Soponya;33321;nagyközség;4 996;1 800;680;36,03
Sopron;08518;megyei jogú város;16 904;62 246;27 802;368,23
Sopronhorpács;29090;község;2 069;833;312;40,26
Sopronkövesd;25724;község;2 681;1 303;483;48,60
Sopronnémeti;02617;község;710;300;122;42,25
Sorkifalud;07171;község;1 737;689;264;39,67
Sorkikápolna;27960;község;886;216;106;24,38
Sormás;06567;község;1 637;836;322;51,07
Sorokpolány;29692;község;1 329;786;280;59,14
Sóshartyán;14881;község;1 214;1 006;303;82,87
Sóskút;06840;község;2 489;3 228;1 235;129,69
Sóstófalva;13268;község;728;232;112;31,87
Sósvertike;31714;község;660;162;62;24,55
Sótony;22983;község;1 493;651;283;43,60
Söjtör;19080;község;3 616;1 396;628;38,61
Söpte;24800;község;1 398;713;275;51,00
Söréd;02893;község;625;514;211;82,24
Sukoró;14951;község;1 627;1 511;633;92,87
Sumony;02547;község;2 021;414;168;20,48
Súr;31990;község;3 736;1 193;505;31,93
Surd;02404;község;2 194;585;237;26,66
Sükösd;21245;nagyközség;9 418;3 487;1 551;37,02
Sülysáp;21713;város;4 719;8 401;3 024;178,03
Sümeg;25593;város;6 413;6 096;2 599;95,06
Sümegcsehi;21397;község;1 743;626;249;35,92
Sümegprága;05388;község;579;576;248;99,48
Süttõ;08688;község;3 447;2 045;794;59,33
Szabadbattyán;28705;nagyközség;3 366;4 516;1 681;134,17
Szabadegyháza;13259;község;4 164;2 059;786;49,45
Szabadhídvég;18740;község;4 410;819;397;18,57
Szabadi;14854;község;823;285;125;34,63
Szabadkígyós;31325;község;4 556;2 432;1 102;53,38
Szabadszállás;25061;város;16 462;6 135;3 002;37,27
Szabadszentkirály;15079;község;1 269;706;292;55,63
Szabás;28574;község;1 811;601;185;33,19
Szabolcs;19169;község;588;417;188;70,92
Szabolcsbáka;22053;község;1 984;1 149;451;57,91
Szabolcsveresmart;03586;község;2 295;1 666;562;72,59
Szada;21458;nagyközség;1 672;5 225;1 756;312,50
Szágy;27508;község;940;130;61;13,83
Szajk;08475;község;1 136;814;327;71,65
Szajla;16063;község;870;530;319;60,92
Szajol;05874;község;3 697;3 733;1 571;100,97
Szakácsi;32258;község;863;202;66;23,41
Szakadát;15316;község;1 070;200;136;18,69
Szakáld;03805;község;1 140;459;227;40,26
Szakály;04464;község;4 102;1 337;605;32,59
Szakcs;10083;község;5 579;796;457;14,27
Szakmár;19530;község;7 464;1 212;596;16,24
Szaknyér;16504;község;293;52;45;17,75
Szakoly;04774;község;4 144;2 649;996;63,92
Szakony;11369;község;1 350;407;235;30,15
Szakonyfalu;20932;község;1 119;349;135;31,19
Szákszend;33516;község;3 593;1 422;648;39,58
Szalafõ;10223;község;2 737;212;152;7,75
Szalánta;22257;község;1 708;1 136;448;66,51
Szalapa;20543;község;452;184;90;40,71
Szalaszend;31015;község;1 822;1 012;370;55,54
Szalatnak;09007;község;1 028;287;171;27,92
Szálka;14711;község;1 708;572;256;33,49
Szalkszentmárton;19947;község;8 208;2 758;1 284;33,60
Szalmatercs;19798;község;758;417;189;55,01
Szalonna;16753;község;2 008;1 105;372;55,03
Szamosangyalos;18005;község;804;966;199;120,15
Szamosbecs;22017;község;671;358;166;53,35
Szamoskér;16300;község;971;412;184;42,43
Szamossályi;10436;község;1 157;716;322;61,88
Szamostatárfalva;30085;község;450;321;126;71,33
Szamosújlak;31273;község;527;343;195;65,09
Szamosszeg;13046;község;3 530;1 867;721;52,89
Szanda;13754;község;2 149;632;416;29,41
Szank;11794;község;7 483;2 350;1 157;31,40
Szántód;34236;község;791;581;367;73,45
Szany;08536;nagyközség;3 414;2 038;971;59,70
Szápár;16489;község;709;463;196;65,30
Szaporca;34032;község;965;235;98;24,35
Szár;19549;község;2 263;1 676;599;74,06
Szárász;07366;község;598;30;28;5,02
Szárazd;18263;község;779;238;132;30,55
Szárföld;15714;község;1 711;960;418;56,11
Szárliget;33491;község;1 456;2 431;837;166,96
Szarvas;23870;város;16 157;15 758;7 719;97,53
Szarvasgede;10199;község;999;382;216;38,24
Szarvaskend;17729;község;1 034;186;112;17,99
Szarvaskõ;03382;község;1 259;328;169;26,05
Szászberek;05777;község;3 922;1 006;418;25,65
Szászfa;08147;község;1 213;105;82;8,66
Szászvár;33765;nagyközség;2 117;2 282;1 023;107,79
Szatmárcseke;31237;község;3 629;1 609;588;44,34
Szátok;15325;község;895;616;167;68,83
Szatta;02440;község;601;74;46;12,31
Szatymaz;12007;község;5 372;4 743;2 300;88,29
Szava;31060;község;1 264;321;121;25,40
Százhalombatta;17312;város;2 806;18 378;7 624;654,95
Szebény;03018;község;1 437;296;193;20,60
Szécsénke;23047;község;978;200;128;20,45
Szécsény;06628;város;4 567;5 861;2 540;128,33
Szécsényfelfalu;33011;község;822;381;223;46,35
Szécsisziget;11554;község;620;201;105;32,42
Szederkény;05607;község;1 433;1 675;649;116,89
Szedres;16814;község;4 631;2 184;787;47,16
Szeged;33367;megyeszékhely, megyei jogú város;28 100;161 137;80 942;573,44
Szegerdõ;18607;község;546;209;100;38,28
Szeghalom;21883;város;21 713;8 837;3 968;40,70
Szegi;33817;község;905;268;150;29,61
Szegilong;31510;község;694;210;118;30,26
Szegvár;32489;nagyközség;8 622;4 189;2 099;48,59
Székely;31088;község;1 608;1 043;363;64,86
Székelyszabar;16771;község;1 548;543;248;35,08
Székesfehérvár;14827;megyeszékhely, megyei jogú város;17 089;97 617;45 145;571,23
Székkutas;12265;község;12 399;1 981;1 057;15,98
Szekszárd;22761;megyeszékhely, megyei jogú város;9 628;32 528;15 224;337,85
Szeleste;33172;község;2 075;659;279;31,76
Szelevény;20428;község;4 539;1 061;595;23,38
Szellõ;16984;község;596;139;73;23,32
Szemely;09308;község;947;417;175;44,03
Szemenye;27997;község;1 180;351;187;29,75
Szemere;09830;község;2 630;421;142;16,01
Szendehely;04507;község;1 004;1 612;634;160,56
Szendrõ;08077;város;5 356;4 272;1 418;79,76
Szendrõlád;27456;község;1 770;2 110;440;119,21
Szenna;15103;község;2 698;760;256;28,17
Szenta;11509;község;6 447;375;164;5,82
Szentantalfa;03568;község;661;451;140;68,23
Szentbalázs;25706;község;1 214;294;111;24,22
Szentbékkálla;07092;község;1 070;182;111;17,01
Szentborbás;32841;község;747;97;63;12,99
Szentdénes;32009;község;1 215;274;133;22,55
Szentdomonkos;13231;község;1 840;450;212;24,46
Szente;09043;község;753;319;156;42,36
Szentegát;33613;község;2 778;344;164;12,38
Szentendre;15440;város;4 382;26 011;10 403;593,59
Szentes;14456;város;35 325;27 266;12 708;77,19
Szentgál;07922;község;9 502;2 746;994;28,90
Szentgáloskér;12973;község;2 725;495;235;18,17
Szentgotthárd;31583;város;6 773;8 862;3 446;130,84
Szentgyörgyvár;23126;község;1 165;303;164;26,01
Szentgyörgyvölgy;18652;község;2 958;395;228;13,35
Szentimrefalva;10065;község;1 087;199;98;18,31
Szentistván;22169;nagyközség;5 107;2 375;1 141;46,50
Szentistvánbaksa;08484;község;656;274;134;41,77
Szentjakabfa;11545;község;576;113;46;19,62
Szentkatalin;09803;község;1 331;89;72;6,69
Szentkirály;21120;község;10 189;1 867;851;18,32
Szentkirályszabadja;16267;község;2 238;1 885;682;84,23
Szentkozmadombja;03124;község;508;64;72;12,60
Szentlászló;16355;község;1 406;763;288;54,27
Szentliszló;08615;község;689;254;136;36,87
Szentlõrinc;15866;város;2 781;6 311;2 552;226,93
Szentlõrinckáta;07542;község;2 015;1 854;850;92,01
Szentmargitfalva;14225;község;312;67;65;21,47
Szentmártonkáta;28653;nagyközség;5 218;4 821;1 946;92,39
Szentpéterfa;21254;község;3 124;986;379;31,56
Szentpéterfölde;30067;község;1 199;115;83;9,59
Szentpéterszeg;19099;község;2 551;1 104;474;43,28
Szentpéterúr;11165;község;1 596;982;423;61,53
Szenyér;30146;község;2 019;304;134;15,06
Szepetnek;07700;község;3 039;1 543;550;50,77
Szerecseny;03887;község;1 238;754;366;60,90
Szeremle;28820;község;3 406;1 361;620;39,96
Szerencs;30739;város;3 668;8 841;3 813;241,03
Szerep;33437;község;5 604;1 577;523;28,14
Szergény;27793;község;1 561;287;168;18,39
Szigetbecse;26259;község;1 712;1 278;540;74,65
Szigetcsép;07870;község;1 820;2 313;963;127,09
Szigethalom;13277;város;912;17 495;6 193;1918,31
Szigetmonostor;26213;község;2 351;2 411;983;102,55
Szigetszentmárton;15185;község;1 073;2 164;923;201,68
Szigetszentmiklós;28954;város;4 565;37 564;14 891;822,87
Szigetújfalu;22114;község;1 083;1 933;881;178,49
Szigetvár;26578;város;3 951;10 572;4 447;267,58
Szigliget;24891;község;3 426;805;405;23,50
Szihalom;11013;község;3 417;1 914;927;56,01
Szijártóháza;26161;község;378;23;30;6,08
Szikszó;21351;város;3 623;5 289;2 147;145,98
Szil;19266;község;3 102;1 320;614;42,55
Szilágy;19831;község;1 155;233;133;20,17
Szilaspogony;07959;község;1 440;286;178;19,86
Szilsárkány;03364;község;1 670;690;306;41,32
Szilvágy;17853;község;2 427;179;93;7,38
Szilvás;24712;község;604;138;55;22,85
Szilvásvárad;05643;község;3 782;1 606;758;42,46
Szilvásszentmárton;32461;község;708;201;67;28,39
Szin;20871;község;1 810;826;252;45,64
Szinpetri;11493;község;971;221;99;22,76
Szirák;21634;község;1 909;1 197;451;62,70
Szirmabesenyõ;09496;nagyközség;1 575;4 117;1 687;261,40
Szob;24916;város;1 797;2 587;1 097;143,96
Szokolya;06947;község;5 905;1 842;746;31,19
Szólád;15194;község;1 998;484;260;24,22
Szolnok;27854;megyeszékhely, megyei jogú város;18 724;71 765;34 724;383,28
Szombathely;03009;megyeszékhely, megyei jogú város;9 750;78 025;34 654;800,26
Szomód;22619;község;2 836;1 998;766;70,45
Szomolya;18892;község;2 269;1 583;708;69,77
Szomor;21421;község;1 320;1 055;398;79,92
Szorgalmatos;34388;község;844;1 092;338;129,38
Szorosad;05193;község;648;94;56;14,51
Szõc;16692;község;755;441;115;58,41
Szõce;19521;község;1 871;282;221;15,07
Szõd;12690;község;1 353;3 617;1 310;267,33
Szõdliget;28866;nagyközség;731;4 527;1 601;619,29
Szögliget;16179;község;3 474;553;394;15,92
Szõke;22211;község;648;131;54;20,22
Szõkéd;07694;község;958;326;138;34,03
Szõkedencs;05810;község;1 869;233;187;12,47
Szõlõsardó;07889;község;1 066;108;81;10,13
Szõlõsgyörök;11101;község;1 863;1 192;492;63,98
Szörény;05528;község;441;77;33;17,46
Szúcs;13523;község;849;387;162;45,58
Szuha;28194;község;1 756;535;359;30,47
Szuhafõ;03160;község;1 605;145;85;9,03
Szuhakálló;11110;község;696;900;392;129,31
Szuhogy;24606;község;1 700;1 107;449;65,12
Szulimán;15404;község;1 049;223;118;21,26
Szulok;10986;község;2 791;656;286;23,50
Szurdokpüspöki;19044;község;2 670;1 833;890;68,65
Szûcsi;09982;község;1 738;1 554;658;89,41
Szügy;18786;község;1 950;1 362;528;69,85
Szûr;11217;község;784;236;117;30,10
Tab;08590;város;2 586;4 307;1 897;166,55
Tabajd;14465;község;2 657;948;368;35,68
Tabdi;25432;község;2 139;1 012;532;47,31
Táborfalva;08332;nagyközség;4 205;3 232;1 492;76,86
Tác;29267;község;4 569;1 698;612;37,16
Tagyon;17039;község;276;86;43;31,16
Tahitótfalu;31963;község;3 917;5 696;2 091;145,42
Takácsi;13125;község;1 913;845;350;44,17
Tákos;29911;község;1 082;351;135;32,44
Taksony;30720;nagyközség;2 085;6 186;2 241;296,69
Taktabáj;03708;község;1 682;620;216;36,86
Taktaharkány;18245;nagyközség;3 913;3 561;1 322;91,00
Taktakenéz;28787;község;1 974;1 245;417;63,07
Taktaszada;03133;község;2 574;1 888;663;73,35
Taliándörögd;17321;község;2 808;699;303;24,89
Tállya;12210;község;3 796;1 792;955;47,21
Tamási;24563;város;11 195;8 041;3 785;71,83
Tanakajd;16212;község;1 182;716;270;60,58
Táp;14261;község;1 988;742;299;37,32
Tápióbicske;15015;község;4 848;3 324;1 474;68,56
Tápiógyörgye;17303;község;5 331;3 382;1 524;63,44
Tápióság;09405;község;3 354;2 589;1 153;77,19
Tápiószecsõ;31796;nagyközség;3 838;6 013;2 371;156,67
Tápiószele;14146;város;3 699;5 826;2 414;157,50
Tápiószentmárton;14571;nagyközség;10 291;5 186;2 373;50,39
Tápiószõlõs;02769;község;3 181;2 808;1 356;88,27
Táplánszentkereszt;32045;község;2 008;2 514;859;125,20
Tapolca;29434;város;6 346;15 232;6 934;240,03
Tapsony;24615;község;3 161;700;391;22,14
Tápszentmiklós;21971;község;2 075;941;345;45,35
Tar;32896;község;2 734;1 839;859;67,26
Tarany;16735;község;5 468;1 155;464;21,12
Tarcal;21740;község;5 372;2 799;1 294;52,10
Tard;08165;község;4 047;1 142;575;28,22
Tardona;14784;község;1 230;1 000;435;81,30
Tardos;30225;község;2 332;1 654;700;70,93
Tarhos;33075;község;5 745;766;357;13,33
Tarján;18935;község;4 307;2 614;1 075;60,69
Tarjánpuszta;33914;község;844;401;146;47,51
Tárkány;20987;község;6 494;1 382;600;21,28
Tarnabod;32966;község;1 033;657;227;63,60
Tarnalelesz;13240;község;3 713;1 694;693;45,62
Tarnaméra;23348;község;2 826;1 641;717;58,07
Tarnaörs;14128;község;3 028;1 815;747;59,94
Tarnaszentmária;09052;község;1 100;240;180;21,82
Tarnaszentmiklós;16160;község;3 500;873;419;24,94
Tarnazsadány;17163;község;2 519;1 223;480;48,55
Tárnok;04154;nagyközség;2 361;9 427;3 417;399,28
Tárnokréti;04172;község;954;166;103;17,40
Tarpa;04312;nagyközség;4 973;2 562;892;51,52
Tarrós;15635;község;529;107;52;20,23
Táska;13693;község;2 598;386;196;14,86
Tass;20525;község;7 473;2 708;1 180;36,24
Taszár;04932;község;1 729;1 903;809;110,06
Tát;08758;város;1 206;5 227;2 046;433,42
Tata;20127;város;7 813;23 217;10 059;297,16
Tatabánya;18157;megyeszékhely, megyei jogú város;9 142;65 849;30 701;720,29
Tataháza;14544;község;2 610;1 176;666;45,06
Tatárszentgyörgy;27386;község;5 506;1 780;689;32,33
Tázlár;24998;község;7 338;1 797;860;24,49
Téglás;23214;város;3 833;6 281;2 350;163,87
Tekenye;24703;község;696;407;234;58,48
Tékes;27702;község;1 256;243;101;19,35
Teklafalu;32072;község;1 676;265;132;15,81
Telekes;29568;község;1 081;508;195;46,99
Telekgerendás;12681;község;7 237;1 376;661;19,01
Teleki;23968;község;805;210;91;26,09
Telki;08280;község;1 047;3 973;1 264;379,47
Telkibánya;13763;község;4 682;524;369;11,19
Tengelic;06901;község;7 093;2 181;1 002;30,75
Tengeri;13675;község;446;58;29;13,00
